"","name","country","polyID","designation","point","iucn_cat","WDPAID","median","upper","lower"
"283","Bouafle","CIV",70,"Classified Forest","polygon","Not Reported",300880,0.501,0.68,0.37
"284","Bouahoum","BFA",61,"Classified Forest","polygon","Not Reported",313432,0.358,0.614,0.168
"285","Boucle de la Pendjari","BEN",6,"National Park","polygon","II",597,0.318,0.542,0.14
"286","Bougouriba","BFA",24,"Classified Forest","polygon","Not Reported",28545,0.362,0.6,0.177
"287","Boula","GIN",60,"Classified Forest","polygon","Not Reported",29419,0.252,0.39,0.197
"288","Boulal","SEN",29,"Not Reported","polygon","Not Reported",352619,0.553,0.731,0.329
"289","Boulon","BFA",38,"Classified Forest","polygon","Not Reported",28561,0.39,0.615,0.209
"290","Boundiali","CIV",162,"Classified Forest","polygon","Not Reported",300768,0.315,0.515,0.187
"291","Bounou","BFA",60,"Classified Forest","polygon","Not Reported",313430,0.358,0.614,0.168
"292","Bounouna","BFA",39,"Classified Forest","polygon","Not Reported",28562,0.404,0.651,0.205
"293","Bowiye Range","GHA",147,"Forest Reserve","polygon","Not Reported",40856,0.429,0.597,0.361
"294","Brassue","CIV",3,"Classified Forest","polygon","Not Reported",29497,0.496,0.668,0.364
"295","Brimso","GHA",44,"Forest Reserve","polygon","Not Reported",40731,NA,NA,NA
"296","Buga Hill","NGA",813,"Forest Reserve","polygon","Not Reported",36763,0.33,0.585,0.223
"297","Bugau North","NGA",463,"Forest Reserve","polygon","Not Reported",36397,0.218,0.281,0.173
"298","Bui","GHA",191,"National Park","polygon","II",671,0.353,0.591,0.25
"299","Bukanaw Shelterbelt","GHA",167,"Forest Reserve","polygon","Not Reported",40890,0.338,0.464,0.27
"300","Bulangu","NGA",344,"Forest Reserve","polygon","Not Reported",36272,0.318,0.516,0.217
"301","Buli Hill","NGA",581,"Forest Reserve","polygon","Not Reported",36522,0.19,0.266,0.147
"302","Bunga Hill","NGA",589,"Forest Reserve","polygon","Not Reported",36530,0.222,0.267,0.163
"303","Bunkunaw","GHA",170,"Game Production Reserve","polygon","Not Reported",303953,0.338,0.464,0.27
"304","Bunu","NGA",818,"Forest Reserve","polygon","Not Reported",36768,0.344,0.552,0.241
"305","Bura River","GHA",145,"Forest Reserve","polygon","Not Reported",40854,0.453,0.607,0.372
"306","Burashika","NGA",569,"Forest Reserve","polygon","Not Reported",36508,0.288,0.522,0.131
"307","Buratai","NGA",560,"Forest Reserve","polygon","Not Reported",36499,0.269,0.437,0.155
"308","Burgo","NGA",298,"Forest Reserve","polygon","Not Reported",36226,0.35,0.588,0.212
"309","Burra North","NGA",466,"Forest Reserve","polygon","Not Reported",36400,0.358,0.579,0.196
"310","Burra West","NGA",594,"Forest Reserve","polygon","Not Reported",36535,0.247,0.313,0.162
"311","Buru","GHA",225,"Forest Reserve","polygon","Not Reported",40887,0.381,0.604,0.274
"312","Busta","NGA",366,"Forest Reserve","polygon","Not Reported",36294,0.289,0.448,0.24
"313","Calicednat","TGO",52,"Forest Reserve","polygon","Not Reported",300726,0.34,0.588,0.162
"314","Canjambari","GNB",15,"Faunal Reserve","polygon","Not Reported",342659,0.589,0.857,0.378
"315","Canquelifa","GNB",17,"Forest Reserve","polygon","Not Reported",342661,0.596,0.818,0.364
"316","Cantanhez Forest","GNB",23,"National Park","polygon","Not Reported",351088,0.301,0.48,0.241
"317","Cantanhez Forest","GNB",9,"Hunting Reserve","polygon","Not Reported",33049,0.301,0.48,0.241
"318","Cape Three Points","GHA",122,"Forest Reserve","polygon","Not Reported",40828,NA,NA,NA
"319","Cece","NGA",683,"Forest Reserve","polygon","Not Reported",36631,0.383,0.647,0.197
"320","Central Shendam","NGA",776,"Forest Reserve","polygon","Not Reported",36726,0.416,0.614,0.218
"321","Central Wase","NGA",740,"Forest Reserve","polygon","Not Reported",36688,0.409,0.605,0.175
"322","Chai River","GHA",245,"Forest Reserve","polygon","Not Reported",26507,0.332,0.511,0.218
"323","Chasi River","GHA",210,"Forest Reserve","polygon","Not Reported",26535,0.408,0.719,0.179
"324","Che Che","GNB",20,"Not Reported","polygon","Not Reported",342671,0.461,0.694,0.265
"325","Chiana Hills","GHA",211,"Forest Reserve","polygon","Not Reported",26536,0.334,0.533,0.161
"326","Chihurma","NGA",703,"Forest Reserve","polygon","Not Reported",36651,0.274,0.45,0.186
"327","Chikwei","NGA",701,"Forest Reserve","polygon","Not Reported",36649,0.274,0.45,0.186
"328","Chinade","NGA",476,"Forest Reserve","polygon","Not Reported",36412,0.295,0.423,0.201
"329","Chipa Tributaries","GHA",255,"Forest Reserve","polygon","Not Reported",40892,0.469,0.6,0.396
"330","Chiremoasi","GHA",24,"Forest Reserve","polygon","Not Reported",40675,0.435,0.628,0.365
"331","Chirimfa","GHA",74,"Forest Reserve","polygon","Not Reported",40774,0.439,0.638,0.335
"332","Chokochoko","NGA",863,"Forest Reserve","polygon","Not Reported",36844,0.358,0.548,0.279
"333","Chutes de Tinkisso","GIN",63,"Classified Forest","polygon","Not Reported",29424,0.293,0.437,0.216
"334","Classified Forest Name Unknown CIV No1","CIV",150,"Classified Forest","polygon","Not Reported",300739,0.302,0.478,0.19
"335","Classified Forest Name Unknown CIV No10","CIV",170,"Classified Forest","polygon","Not Reported",300778,0.325,0.495,0.184
"336","Classified Forest Name Unknown CIV No11","CIV",175,"Classified Forest","polygon","Not Reported",300783,0.351,0.559,0.219
"337","Classified Forest Name Unknown CIV No12","CIV",176,"Classified Forest","polygon","Not Reported",300784,0.339,0.522,0.199
"338","Classified Forest Name Unknown CIV No13","CIV",178,"Classified Forest","polygon","Not Reported",300787,0.351,0.559,0.219
"339","Classified Forest Name Unknown CIV No14","CIV",179,"Classified Forest","polygon","Not Reported",300788,0.36,0.616,0.233
"340","Classified Forest Name Unknown CIV No15","CIV",182,"Classified Forest","polygon","Not Reported",300791,0.369,0.573,0.243
"341","Classified Forest Name Unknown CIV No16","CIV",183,"Classified Forest","polygon","Not Reported",300792,0.398,0.614,0.278
"342","Classified Forest Name Unknown CIV No17","CIV",189,"Classified Forest","polygon","Not Reported",300802,0.394,0.617,0.282
"343","Classified Forest Name Unknown CIV No18","CIV",190,"Classified Forest","polygon","Not Reported",300804,0.42,0.662,0.298
"344","Classified Forest Name Unknown CIV No19","CIV",191,"Classified Forest","polygon","Not Reported",300805,0.402,0.629,0.304
"345","Classified Forest Name Unknown CIV No2","CIV",151,"Classified Forest","polygon","Not Reported",300741,0.315,0.546,0.199
"346","Classified Forest Name Unknown CIV No20","CIV",192,"Classified Forest","polygon","Not Reported",300806,0.457,0.694,0.305
"347","Classified Forest Name Unknown CIV No21","CIV",194,"Classified Forest","polygon","Not Reported",300811,0.452,0.688,0.304
"348","Classified Forest Name Unknown CIV No22","CIV",195,"Classified Forest","polygon","Not Reported",300812,0.468,0.713,0.347
"349","Classified Forest Name Unknown CIV No23","CIV",199,"Classified Forest","polygon","Not Reported",300816,0.402,0.629,0.304
"350","Classified Forest Name Unknown CIV No24","CIV",200,"Classified Forest","polygon","Not Reported",300817,0.436,0.655,0.312
"351","Classified Forest Name Unknown CIV No25","CIV",202,"Classified Forest","polygon","Not Reported",300819,0.424,0.639,0.323
"352","Classified Forest Name Unknown CIV No26","CIV",203,"Classified Forest","polygon","Not Reported",300820,0.36,0.53,0.247
"353","Classified Forest Name Unknown CIV No27","CIV",205,"Classified Forest","polygon","Not Reported",300822,0.436,0.646,0.332
"354","Classified Forest Name Unknown CIV No28","CIV",206,"Classified Forest","polygon","Not Reported",300823,0.452,0.678,0.319
"355","Classified Forest Name Unknown CIV No29","CIV",209,"Classified Forest","polygon","Not Reported",300827,0.436,0.646,0.332
"356","Classified Forest Name Unknown CIV No3","CIV",159,"Classified Forest","polygon","Not Reported",300755,0.329,0.607,0.213
"357","Classified Forest Name Unknown CIV No30","CIV",214,"Classified Forest","polygon","Not Reported",300828,0.513,0.722,0.344
"358","Classified Forest Name Unknown CIV No31","CIV",216,"Classified Forest","polygon","Not Reported",300830,0.486,0.753,0.314
"359","Classified Forest Name Unknown CIV No32","CIV",217,"Classified Forest","polygon","Not Reported",300831,0.452,0.678,0.319
"360","Classified Forest Name Unknown CIV No33","CIV",218,"Classified Forest","polygon","Not Reported",300833,0.462,0.613,0.314
"361","Classified Forest Name Unknown CIV No34","CIV",219,"Classified Forest","polygon","Not Reported",300834,0.362,0.535,0.256
"362","Classified Forest Name Unknown CIV No35","CIV",220,"Classified Forest","polygon","Not Reported",300835,0.462,0.614,0.314
"363","Classified Forest Name Unknown CIV No36","CIV",221,"Classified Forest","polygon","Not Reported",300837,0.517,0.7,0.364
"364","Classified Forest Name Unknown CIV No37","CIV",223,"Classified Forest","polygon","Not Reported",300839,0.452,0.678,0.319
"365","Classified Forest Name Unknown CIV No38","CIV",224,"Classified Forest","polygon","Not Reported",300840,0.491,0.682,0.379
"366","Classified Forest Name Unknown CIV No39","CIV",42,"Classified Forest","polygon","Not Reported",300843,0.495,0.702,0.37
"367","Classified Forest Name Unknown CIV No4","CIV",160,"Classified Forest","polygon","Not Reported",300756,0.318,0.599,0.211
"368","Classified Forest Name Unknown CIV No40","CIV",43,"Classified Forest","polygon","Not Reported",300844,0.51,0.663,0.35
"369","Classified Forest Name Unknown CIV No41","CIV",45,"Classified Forest","polygon","Not Reported",300846,0.509,0.714,0.381
"370","Classified Forest Name Unknown CIV No42","CIV",46,"Classified Forest","polygon","Not Reported",300847,0.565,0.703,0.398
"371","Classified Forest Name Unknown CIV No43","CIV",47,"Classified Forest","polygon","Not Reported",300848,0.53,0.707,0.397
"372","Classified Forest Name Unknown CIV No44","CIV",48,"Classified Forest","polygon","Not Reported",300849,0.509,0.714,0.381
"373","Classified Forest Name Unknown CIV No45","CIV",50,"Classified Forest","polygon","Not Reported",300851,0.483,0.7,0.321
"374","Classified Forest Name Unknown CIV No46","CIV",51,"Classified Forest","polygon","Not Reported",300852,0.487,0.704,0.322
"375","Classified Forest Name Unknown CIV No47","CIV",53,"Classified Forest","polygon","Not Reported",300854,0.505,0.706,0.355
"376","Classified Forest Name Unknown CIV No48","CIV",54,"Classified Forest","polygon","Not Reported",300855,0.487,0.704,0.322
"377","Classified Forest Name Unknown CIV No49","CIV",55,"Classified Forest","polygon","Not Reported",300856,0.523,0.728,0.36
"378","Classified Forest Name Unknown CIV No5","CIV",163,"Classified Forest","polygon","Not Reported",300770,0.315,0.486,0.18
"379","Classified Forest Name Unknown CIV No50","CIV",56,"Classified Forest","polygon","Not Reported",300857,0.515,0.665,0.359
"380","Classified Forest Name Unknown CIV No51","CIV",57,"Classified Forest","polygon","Not Reported",300859,0.523,0.728,0.36
"381","Classified Forest Name Unknown CIV No52","CIV",58,"Classified Forest","polygon","Not Reported",300860,0.479,0.663,0.341
"382","Classified Forest Name Unknown CIV No53","CIV",61,"Classified Forest","polygon","Not Reported",300864,0.516,0.695,0.397
"383","Classified Forest Name Unknown CIV No54","CIV",62,"Classified Forest","polygon","Not Reported",300865,0.487,0.704,0.322
"384","Classified Forest Name Unknown CIV No55","CIV",75,"Classified Forest","polygon","Not Reported",300890,0.52,0.715,0.35
"385","Classified Forest Name Unknown CIV No56","CIV",76,"Classified Forest","polygon","Not Reported",300891,0.519,0.695,0.4
"386","Classified Forest Name Unknown CIV No57","CIV",82,"Classified Forest","polygon","Not Reported",300900,0.539,0.728,0.388
"387","Classified Forest Name Unknown CIV No58","CIV",83,"Classified Forest","polygon","Not Reported",300901,0.471,0.692,0.344
"388","Classified Forest Name Unknown CIV No59","CIV",88,"Classified Forest","polygon","Not Reported",300912,0.507,0.701,0.358
"389","Classified Forest Name Unknown CIV No6","CIV",164,"Classified Forest","polygon","Not Reported",300772,0.34,0.593,0.227
"390","Classified Forest Name Unknown CIV No60","CIV",93,"Classified Forest","polygon","Not Reported",300926,0.474,0.666,0.363
"391","Classified Forest Name Unknown CIV No61","CIV",94,"Classified Forest","polygon","Not Reported",300928,0.512,0.714,0.395
"392","Classified Forest Name Unknown CIV No62","CIV",95,"Classified Forest","polygon","Not Reported",300929,0.451,0.661,0.324
"393","Classified Forest Name Unknown CIV No63","CIV",99,"Classified Forest","polygon","Not Reported",300933,0.576,0.721,0.417
"394","Classified Forest Name Unknown CIV No64","CIV",100,"Classified Forest","polygon","Not Reported",300934,0.58,0.732,0.416
"395","Classified Forest Name Unknown CIV No65","CIV",101,"Classified Forest","polygon","Not Reported",300937,0.512,0.714,0.395
"396","Classified Forest Name Unknown CIV No66","CIV",102,"Classified Forest","polygon","Not Reported",300938,0.398,0.514,0.303
"397","Classified Forest Name Unknown CIV No67","CIV",103,"Classified Forest","polygon","Not Reported",300939,0.547,0.717,0.405
"398","Classified Forest Name Unknown CIV No68","CIV",104,"Classified Forest","polygon","Not Reported",300940,0.372,0.467,0.207
"399","Classified Forest Name Unknown CIV No69","CIV",106,"Classified Forest","polygon","Not Reported",300944,0.366,0.463,0.217
"400","Classified Forest Name Unknown CIV No7","CIV",165,"Classified Forest","polygon","Not Reported",300773,0.33,0.555,0.201
"401","Classified Forest Name Unknown CIV No70","CIV",107,"Classified Forest","polygon","Not Reported",300945,0.365,0.465,0.18
"402","Classified Forest Name Unknown CIV No71","CIV",111,"Classified Forest","polygon","Not Reported",300951,0.365,0.461,0.221
"403","Classified Forest Name Unknown CIV No72","CIV",112,"Classified Forest","polygon","Not Reported",300952,0.611,0.727,0.438
"404","Classified Forest Name Unknown CIV No73","CIV",113,"Classified Forest","polygon","Not Reported",300953,0.37,0.447,0.3
"405","Classified Forest Name Unknown CIV No74","CIV",114,"Classified Forest","polygon","Not Reported",300954,0.366,0.463,0.217
"406","Classified Forest Name Unknown CIV No75","CIV",116,"Classified Forest","polygon","Not Reported",300956,0.374,0.448,0.299
"407","Classified Forest Name Unknown CIV No76","CIV",117,"Classified Forest","polygon","Not Reported",300959,0.374,0.448,0.299
"408","Classified Forest Name Unknown CIV No77","CIV",124,"Classified Forest","polygon","Not Reported",301724,0.422,0.576,0.301
"409","Classified Forest Name Unknown CIV No8","CIV",166,"Classified Forest","polygon","Not Reported",300774,0.271,0.418,0.198
"410","Classified Forest Name Unknown CIV No9","CIV",169,"Classified Forest","polygon","Not Reported",300777,0.325,0.495,0.184
"411","Cliff of Bandiagara Land of the Dogons","MLI",1,"World Heritage Site","polygon","Not Applicable",20171,0.498,0.75,0.286
"412","Colline-Macenta","GIN",85,"Classified Forest","polygon","Not Reported",29462,0.466,0.592,0.348
"413","Comoe National Park","CIV",225,"World Heritage Site","polygon","Not Applicable",9545,0.345,0.576,0.221
"414","Comoe","CIV",237,"National Park","polygon","II",7523,0.345,0.576,0.222
"415","Counsignaki","GIN",86,"Classified Forest","polygon","Not Reported",29463,0.317,0.454,0.233
"416","Cross River North","NGA",174,"Forest Reserve","polygon","Not Reported",37009,0.45,0.542,0.361
"417","Cross River South","NGA",175,"Forest Reserve","polygon","Not Reported",37010,0.437,0.534,0.35
"418","Cross River","NGA",19,"National Park","polygon","II",20299,0.378,0.449,0.293
"419","Cufada","GNB",22,"National Park","polygon","Not Reported",342673,0.349,0.583,0.244
"420","Dabaga","NGA",412,"Forest Reserve","polygon","Not Reported",36340,0.434,0.724,0.243
"421","Dabamsame","NGA",426,"Forest Reserve","polygon","Not Reported",36354,0.377,0.637,0.175
"422","Dabira","NGA",300,"Forest Reserve","polygon","Not Reported",36228,0.367,0.614,0.212
"423","Dadieso","GHA",132,"Forest Reserve","polygon","Not Reported",40840,0.416,0.504,0.332
"424","Dadingel","NGA",499,"Forest Reserve","polygon","Not Reported",36438,0.302,0.461,0.166
"425","Dagida","NGA",228,"Game Reserve","polygon","IV",7863,0.351,0.597,0.213
"426","Dagidda","NGA",637,"Forest Reserve","polygon","Not Reported",36583,0.357,0.613,0.218
"427","Dagona Sanctuary Lake","NGA",4,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",903106,0.374,0.61,0.225
"428","Dajina","NGA",297,"Forest Reserve","polygon","Not Reported",36225,0.428,0.685,0.254
"429","Daka Headwaters","GHA",194,"Forest Reserve","polygon","Not Reported",26442,0.339,0.61,0.201
"430","Dakka","NGA",767,"Forest Reserve","polygon","Not Reported",36717,0.269,0.506,0.188
"431","Dalli","NGA",478,"Forest Reserve","polygon","Not Reported",36415,0.363,0.61,0.202
"432","Dam Makama","NGA",323,"Forest Reserve","polygon","Not Reported",36251,0.381,0.604,0.242
"433","Damakhania","GIN",14,"Classified Forest","polygon","Not Reported",29352,0.265,0.363,0.204
"434","Damakuli","NGA",306,"Forest Reserve","polygon","Not Reported",36234,0.404,0.687,0.199
"435","Damango Scarp","GHA",219,"Forest Reserve","polygon","Not Reported",26553,0.349,0.607,0.238
"436","Damangu","NGA",363,"Forest Reserve","polygon","Not Reported",36291,0.319,0.485,0.24
"437","Damasak","NGA",279,"Forest Reserve","polygon","Not Reported",36207,0.439,0.753,0.277
"438","Damboa","NGA",517,"Forest Reserve","polygon","Not Reported",36456,0.289,0.429,0.144
"439","Dampia Range","GHA",25,"Forest Reserve","polygon","Not Reported",40676,0.441,0.622,0.381
"440","Damri","NGA",416,"Forest Reserve","polygon","Not Reported",36344,0.429,0.639,0.229
"441","Dan Babba","NGA",271,"Forest Reserve","polygon","Not Reported",36199,0.369,0.531,0.247
"442","Dan Burkina Faso","BFA",46,"Classified Forest","polygon","Not Reported",28570,0.318,0.56,0.177
"443","Dan Gagi","NGA",390,"Forest Reserve","polygon","Not Reported",36318,0.335,0.479,0.24
"444","Dan Kabba","NGA",266,"Forest Reserve","polygon","Not Reported",36194,0.369,0.531,0.247
"445","Dan Kulili","NGA",322,"Forest Reserve","polygon","Not Reported",36250,0.381,0.604,0.242
"446","Dan","BEN",4,"Classified Forest","polygon","Not Reported",32999,0.462,0.589,0.285
"447","Dandadu","NGA",539,"Forest Reserve","polygon","Not Reported",36478,0.281,0.409,0.142
"448","Danganagi","NGA",685,"Forest Reserve","polygon","Not Reported",36633,0.408,0.642,0.208
"449","Danguwa","NGA",711,"Forest Reserve","polygon","Not Reported",36659,0.271,0.466,0.199
"450","Dankaiwa","NGA",394,"Forest Reserve","polygon","Not Reported",36322,0.414,0.634,0.25
